Name,Team,offense,defense,contact,power,plate_discipline,baserunning
Eugenio Suarez,ARI,0.6519378382843211,0.798644883960394,-0.06499781476563397,1.088592111707074,0.2616002533511844,-0.446575232107666
Byron Buxton,MIN,1.6642750342174721,0.3680469461376173,-1.0961846939381636,1.6483708276553761,-0.8294920353719974,1.140960997639239
Brenton Doyle,COL,-0.022953625671112903,1.6598407596059475,0.21807309324251203,0.6855514362242959,-0.29260535361936363,2.1993184841371756
Ezequiel Tovar,COL,-0.09794156611060557,2.2677437306498676,-0.489604176777853,0.6743558619053305,-2.7865305849869526,0.0418974539683048
Ian Happ,CHC,0.9143956298225454,-0.5311428651981813,-0.8535524870740385,0.9654407941984473,0.8504437107575609,0.489664082871278
Masyn Winn,STL,0.20201019564736508,1.229242821783171,1.0268471161229291,-0.5011794415861046,-0.17137287709445626,0.8967246546012537
Seiya Suzuki,CHC,1.5142991533384866,-1.2150337076225914,-0.044778464193623545,0.9430496455605152,1.4566060933816054,-0.32445706058867324
Teoscar Hernandez,LAD,1.3643232724595014,-1.696290226365695,-1.4601330042343514,1.6595664019743421,-0.1367350266588739,0.2454277398332926
Manny Machado,SDP,0.9143956298225454,-0.3031792510567112,0.21807309324251203,0.8646806253277528,-0.2579675031835352,-0.16163283189668304
Alec Bohm,PHI,0.6519378382843211,0.8872974005709657,1.2896986735590625,0.036208125724265704,0.1750056272621055,-1.0571660897026294
Oneil Cruz,PIT,0.4644679871855894,0.38071159136769894,-1.5612297570944036,1.3125035980863944,-0.2579675031835352,2.158612426964178
Zach Neto,LAA,0.6144438680645747,0.43137017228802566,-0.18631391819769655,0.5400089700777378,-0.517751381451018,0.7339004259092634
Kyle Schwarber,PHI,1.4018172426792477,-1.9622477761974098,-1.156842745654195,1.827500016758833,1.3873303925104408,-0.9757539753566342
Isaac Paredes,- - -,0.7269257787238137,0.16541262245631058,0.9459697138348853,-0.3332458268016138,0.4174705803116741,-0.32445706058867324
Austin Wells,NYY,0.27699813608685775,2.5210366352515012,-0.38850742391780085,0.3160974836984168,0.3828327298760918,-0.7315176323186489
Anthony Volpe,NYY,-0.43538729808832255,2.191755859269378,0.09675698981045171,-0.7810687995602557,-0.06745932578746311,2.0364942554451853
Anthony Santander,BAL,1.1768534213607698,-1.0630579648616114,0.23829244381452247,1.7715221451640026,-0.9507245118969048,-1.097872146875627
Lawrence Butler,OAK,1.214347391580516,-0.2018620892160578,-0.4289461250618217,1.2117434292157006,0.20964347769768785,1.5480215693692145
Daulton Varsho,TOR,0.05203431476837976,1.8878043737474177,-0.6513589813539342,0.29370633506048466,0.43478950552958834,0.6524883115632683
Fernando Tatis Jr.,SDP,1.4018172426792477,-0.049886346455077814,-0.20653326876970474,1.4692416385519191,-0.08477825100537734,0.0011913967953072345
Salvador Perez,KCR,0.6519378382843211,0.5833459150490056,0.1169763403824599,0.8646806253277528,-2.492108856283888,-2.319053862065554
JJ Bleday,OAK,0.8394076893830528,-0.2018620892160578,0.21807309324251203,0.5288133957587718,0.6252976829256603,-1.0571660897026294
Brendan Donovan,STL,0.6519378382843211,0.1527479772262289,1.4716728287071588,-0.38922369839644405,0.9197194116289716,-0.7315176323186489
Victor Robles,- - -,1.6267810639977258,0.10208939630590223,0.27873114495854334,-0.4675927186292065,-0.4484756805798533,2.8099093417321392
Luis Garcia Jr.,WSN,0.5019619574053358,0.7353216578099857,0.7235568575427728,0.13696829459495988,-1.1239137640753087,0.20472168266029506
Joey Ortiz,MIL,0.23950416586711143,1.5711882429953758,1.2694793229870545,-0.27726795520678355,0.9370383368466398,-0.0802207175506879
Nolan Arenado,STL,0.16451622542761876,1.3812185645441508,1.2088212712710231,-0.8370466711550859,-0.2579675031835352,-0.8536358038376416
Willi Castro,MIN,0.38948004674609676,0.646669141199414,0.1776343920984912,-0.24368123224988536,-0.6736217084115077,-0.2430449462426781
Christian Yelich,MIL,2.076708706634682,-0.5944660913485896,0.5213633518226685,0.4280532268880773,0.5040652064009992,1.9143760839261927
Joc Pederson,ARI,2.0017207661951892,-1.4429973217640615,-0.2671913204857383,1.5140239358277834,0.0884110011730266,-0.446575232107666
Tyler Fitzgerald,SFG,1.2893353320200087,0.2414004938368006,-1.1972814467982158,0.7751160307760244,0.45210843074750257,1.5887276265422121
Christian Walker,ARI,0.8019137191633064,0.3173883652172906,-0.044778464193623545,1.3460903210432926,0.6426166081435746,-1.3014024327406148
Tyler Stephenson,CIN,0.5394559276250821,1.1532549504026808,0.9055310126908667,0.5288133957587718,0.7984869351040643,-1.3828145470866098
Wilyer Abreu,BOS,0.6144438680645747,0.8366388196506391,-0.9546492399340907,0.9430496455605152,0.10572992639094082,0.5303701400442755
Yainer Diaz,HOU,0.7269257787238137,-0.03722170122499613,0.5618020529666894,-0.13172548906022544,-2.3708763797589802,-0.6093994607996562
Jake McCarthy,ARI,0.4644679871855894,0.3933762365977806,1.673866334427263,-0.9825891373016443,-0.24064857796586706,1.8329639695801976
Carlos Santana,MIN,0.6144438680645747,0.2540651390668822,-0.1054365159096526,0.2825107607415186,0.8677626359754751,-0.4058691749346684
Mark Vientos,NYM,1.326829302239755,-0.21452673444613948,-1.5207910559503828,1.7939132938019349,-0.6736217084115077,-0.812929746664644
Wyatt Langford,TEX,0.4644679871855894,0.06409546061565723,0.015879587522407743,0.2825107607415186,0.8677626359754751,1.7515518552342024
Jordan Westburg,BAL,1.0268775404817845,-0.02455705599491445,-0.34806872277377776,1.1669611319398363,-0.29260535361936363,0.1233095683142999
Nathaniel Lowe,TEX,0.8769016596027991,-0.39183176766728284,0.7235568575427728,-0.4004192727154101,0.8504437107575609,-0.3651631177616708
Jonathan India,CIN,0.38948004674609676,0.16541262245631058,0.7842149092588041,-0.09813876610332727,1.85494137339191,-0.03951466037769033
Miguel Rojas,LAD,0.5019619574053358,1.647176114375866,1.3503567252750939,-0.8706333941119841,0.3308759542225952,-0.12092677472368546
Josh Smith,TEX,0.5019619574053358,0.2414004938368006,0.4000472483906059,-0.635526333413697,0.3481948794405094,-0.2430449462426781
Adley Rutschman,BAL,0.23950416586711143,0.950620626721374,0.7639955586867936,-0.32205025248264774,-0.06745932578746311,-1.179284261221622
Jeremy Pena,HOU,0.0895282849881261,0.5833459150490056,1.1481632195549896,-0.5347661645430027,-1.24514624059997,0.8967246546012537
Alejandro Kirk,TOR,-0.1354355363303519,2.723670958932808,1.3705760758471066,-0.6355263334136972,0.1750056272621055,-1.4235206042596074
Andres Gimenez,CLE,-0.5478692087475615,2.141097278349051,0.3798278978185955,-1.284869643913728,-1.522249044085367,0.8967246546012537
Will Smith,LAD,0.5019619574053358,0.45669946274818896,0.4404859495346245,0.7079425848622287,0.36551380465817757,-0.4872812892806635
Taylor Ward,LAA,0.5019619574053358,-0.03722170122499613,-0.22675261934171742,0.8870717739656849,1.508562869035102,-1.0571660897026294
Brandon Nimmo,NYM,0.4269740169658431,-0.4931489295079362,0.501144001250658,0.3832709296122131,0.763849084668482,0.9781367689472487
Pete Crow-Armstrong,CHC,-0.39789332786857623,1.913133664207581,-1.338816900802291,-0.0869431917843609,-1.9898600249668361,1.995788198272188
Willson Contreras,STL,1.5892870937779795,-0.0878802821453228,-0.9142105387900697,0.9878319428363788,-0.17137287709445626,-0.6908115751456513
Matt Olson,ATL,0.7269257787238137,-0.8984175768705497,-1.0557459927941428,1.1669611319398356,-0.22332965274795283,-1.464226661432605
Matt Vierling,DET,0.38948004674609676,-0.12587421783556785,0.8650923115468457,0.12577272027599384,1.1102275890250437,1.140960997639239
Ha-seong Kim,SDP,0.12702225520787241,1.0519377885620274,0.7235568575427728,-0.5123750159050707,1.8203035229560816,0.9374307117742511
Jacob Young,WSN,-0.47288126830806887,1.7864872119067643,0.7033375069707624,-1.5535634275689127,0.590659832490078,1.7515518552342024
Tyler O'Neill,BOS,1.2518413618002624,-0.8224297054900597,-1.6421071593824452,2.3872787327071356,0.5387030568365815,-0.32445706058867324
Jose Iglesias,NYM,1.4768051831187403,0.45669946274818896,1.3099180241310753,-1.083349306172339,-2.0244978754024183,-0.0802207175506879
Gabriel Moreno,ARI,0.35198607652635044,1.3938832097742326,0.6426794552547288,-0.5459617388619689,0.9543572620645541,0.0418974539683048
Otto Lopez,MIA,-0.2479174469895909,1.6851700500661106,0.9864084149789061,-0.8034599481981878,-0.6389838579759254,0.9781367689472487
Brice Turang,MIL,-0.39789332786857623,0.8619681101108023,1.3099180241310753,-1.2400873466378637,0.05377315073744425,2.932027513251132
Kerry Carpenter,DET,2.339166498172906,-0.5438075104282629,-0.24697196991372786,2.71195038795715,-0.7255784840650042,-0.6908115751456513
Austin Riley,ATL,0.6894318085040674,0.08942475107582057,-0.20653326876970474,1.3908726183191569,0.10572992639094082,-0.4872812892806635
Brandon Marsh,PHI,0.38948004674609676,0.07676010584573889,0.15741504152648075,0.4504443755260094,0.9024004864110574,1.1816670548122366
Dylan Moore,SEA,0.27699813608685775,0.3680469461376173,-0.024559113621613116,0.27131518642255253,1.681752121213506,1.670139740888207
Max Muncy,LAD,1.4018172426792477,0.3173883652172906,-0.9950879410781115,1.5700018074226136,1.3526925420746123,-0.2023388890696806
Heliot Ramos,SFG,0.8394076893830528,-0.7084478984193245,-0.18631391819769655,1.2901124494484624,-0.17137287709445626,-0.2430449462426781
Luke Raley,SEA,1.1768534213607698,-0.9110822221006314,-1.2377201479422388,1.122178834663972,-0.1367350266588739,0.16401562548729748
Brandon Lowe,TBR,0.9518896000422917,-0.4044964128973646,-0.9142105387900697,1.3796770440001906,-0.6563027831938396,0.28613379700629016
Josh Naylor,CLE,0.7644197489435601,-1.1010519005518564,0.15741504152648075,0.7527248821380923,-0.6043460075403431,-1.0571660897026294
Michael Busch,CHC,0.8019137191633064,-0.8604236411803047,-0.1054365159096526,0.8310939023708547,0.7984869351040643,-0.6501055179726538
Cedric Mullins,BAL,0.27699813608685775,0.14008333199614723,0.7235568575427728,-0.12052991474125875,0.22696240291560207,1.3444912835042266
Xavier Edwards,MIA,1.1393594511410234,-0.5311428651981813,0.6224601046827206,-1.318456366870626,1.0236329629359648,2.524966941521156
Cody Bellinger,CHC,0.4269740169658431,-0.48048428427785456,0.09675698981045171,-0.06455204314642879,-0.5350703066689322,0.5710761972172731
Parker Meadows,DET,0.5019619574053358,0.7099923673498224,0.15741504152648075,0.33848863233634885,0.590659832490078,1.2223731119852341
Ernie Clement,TOR,-0.1354355363303519,1.178584240862844,1.3503567252750939,-0.5235705902240367,-2.509427781501802,0.2454277398332926
Jake Rogers,DET,-0.9977968513845176,2.951634573074278,-1.2579394985142471,0.27131518642255253,0.2442813281335163,-0.2430449462426781
Matt Wallner,MIN,2.1516966470741745,-0.48048428427785456,-2.733952090271006,2.3424964354312707,0.5387030568365815,-0.03951466037769033
Ivan Herrera,STL,1.1018654809212771,0.34271765567745394,0.3191698461025642,-0.15411663769815692,0.45210843074750257,0.7746064830822609
Bryan Reynolds,PIT,0.7644197489435601,-2.139552809418553,-0.38850742391780085,0.4280532268880773,-0.4311567553619391,0.40825196852528284
Pete Alonso,NYM,0.9143956298225454,-1.9749124214274916,0.4202665989626163,1.3348947467243266,0.45210843074750257,-1.7084630044705904
Lourdes Gurriel Jr.,ARI,0.38948004674609676,-0.12587421783556785,0.8044342598308145,-0.07574761746539485,-0.5870270823224288,-0.28375100341567566
Jake Cronenworth,SDP,0.27699813608685775,-0.5944660913485896,1.107724518410971,-0.04216089450849699,0.9543572620645541,0.0418974539683048
Logan O'Hoppe,LAA,0.12702225520787241,1.0772670790221908,-1.0557459927941428,0.6183779903105002,-1.0200002127683157,-1.9119932903355783
Isiah Kiner-Falefa,- - -,-0.17292950655009823,0.8619681101108023,1.6334276332832398,-1.105740454810271,-0.1367350266588739,0.8967246546012537
J.T. Realmuto,PHI,0.4269740169658431,0.41870552705794395,0.33938919667457235,0.4168576525691113,-0.48311353101543564,-0.2023388890696806
Shea Langeliers,OAK,0.4269740169658431,-0.06255099168515946,-0.46938482620584254,1.3908726183191569,-0.41383783014402487,-1.1385782040486243
Michael Harris II,ATL,0.05203431476837976,0.912626691031129,-0.40872677448980904,0.24892403778462044,-1.8339896980063464,-0.5686934036266585
Geraldo Perdomo,ARI,0.12702225520787241,0.5200226888985973,1.7749630872873152,-1.094544880491305,1.7163899716490882,1.140960997639239
Yasmani Grandal,PIT,-0.09794156611060557,1.8624750832872543,0.1169763403824599,0.4504443755260094,0.31355702900468096,-0.446575232107666
Xander Bogaerts,SDP,-0.09794156611060557,0.6973277221197407,1.0672858172669502,-0.6915042050085273,0.5213841316186673,1.0595488832932438
Jake Meyers,HOU,-0.43538729808832255,1.267236757473416,0.48092465067864765,-0.2324856579309196,-0.1367350266588739,0.8967246546012537
Spencer Horwitz,TOR,1.1018654809212771,-0.1765327987558945,0.4404859495346245,0.20414174050875622,0.3308759542225952,-1.5049327186056025
Yandy Diaz,TBR,0.8394076893830528,-1.4683266122242247,1.3503567252750939,-0.2324856579309193,1.1102275890250437,-1.464226661432605
CJ Abrams,WSN,0.35198607652635044,-0.9110822221006314,-0.4491654756338299,0.29370633506048466,-1.1758705397288052,0.6524883115632683
Victor Caratini,HOU,0.5769498978448284,1.2545721122433342,0.21807309324251203,-0.38922369839644405,0.3308759542225952,-1.3828145470866098
Edmundo Sosa,PHI,0.20201019564736508,0.9632852719514557,-0.6109202802099133,0.23772846346565438,-2.076454651055915,0.7339004259092634
Ryan McMahon,COL,-0.32290538742908353,1.2419074670132524,-1.0557459927941428,0.37207535529324703,0.27891917856909865,-1.097872146875627
Randy Arozarena,- - -,0.6144438680645747,-1.3923387408437347,-1.5005717053783723,0.24892403778462044,0.8158058603219785,-0.4872812892806635
Francisco Alvarez,NYM,0.16451622542761876,1.216578176553089,-0.2874106710577487,0.036208125724265704,-0.03282147535188077,-0.8943418610106392
Freddy Fermin,KCR,-0.2479174469895909,1.457206435924641,0.8246536104028249,-1.1617183264051012,-0.5870270823224288,-0.2023388890696806
Josh Rojas,SEA,-0.2479174469895909,1.267236757473416,0.1776343920984912,-0.7026997793274936,1.1102275890250437,-0.6501055179726538
Jose Caballero,TBR,-0.5478692087475615,1.3178953383937426,-0.22675261934171742,-0.6579174820516294,-0.9853623623324871,1.1816670548122366
Jose Siri,TBR,-0.7353390598462932,1.7738225666766827,-3.2192165039992586,1.0662009630691411,-1.1239137640753087,0.6117822543902707
Garrett Mitchell,MIL,1.0643715107015308,0.3173883652172906,-1.581449107666416,0.7975071794139565,1.6124764203420952,0.8967246546012537
Travis d'Arnaud,ATL,0.20201019564736508,0.950620626721374,-1.6421071593824452,0.8198983280518892,0.05377315073744425,-0.4872812892806635
Colt Keith,DET,-0.022953625671112903,0.2540651390668822,0.743776208114781,-0.6019396104567991,-0.11941610144095968,0.16401562548729748
Carson Kelly,- - -,0.05203431476837976,1.4698710811547224,0.683118156398752,-0.32205025248264774,0.7118923090149855,-1.2199903183946197
Bryson Stott,PHI,-0.3603993576488299,0.45669946274818896,0.7033375069707624,-0.9266112657068141,-0.015502550133966543,1.873670026753195
David Fry,CLE,1.1768534213607698,-0.8857529316404679,0.1169763403824599,0.32729305801738284,-0.05014040056954888,-0.5279873464536611
Ryan O'Hearn,BAL,0.8019137191633064,-1.151710481472183,1.2290406218430334,0.025012551405299645,0.4867462811830849,-0.12092677472368546
Lars Nootbaar,STL,0.6144438680645747,-0.44249034858760955,0.6426794552547288,0.4616399498449755,2.0108117003523995,0.40825196852528284
Gleyber Torres,NYY,0.23950416586711143,-0.3031792510567112,-0.3278493722017696,-0.5123750159050707,1.040951888153633,-1.8712872331625805
Paul DeJong,- - -,-0.09794156611060557,0.8999620458010474,-1.6825458605264683,0.8087027537329226,-1.1412326892929767,-0.9757539753566342
David Hamilton,BOS,-0.21042347676984458,0.4060408818278623,0.6426794552547288,-0.310854678163682,0.677254458579157,2.524966941521156
Mike Yastrzemski,SFG,0.31449210630660407,-0.6071307365786712,-0.38850742391780085,0.909462922603617,0.9197194116289716,0.7339004259092634
Ryan Jeffers,MIN,0.35198607652635044,-0.1765327987558945,0.2585117943865329,0.6631602875863638,-0.8294920353719974,-0.32445706058867324
Blake Perkins,MIL,-0.5478692087475615,1.039273143331946,-0.34806872277377776,-1.116936029129237,0.8158058603219785,0.9781367689472487
Jose Trevino,NYY,-0.5478692087475615,1.8498104380571725,1.0672858172669502,-0.42281042135334224,0.07109207595511237,-0.3651631177616708
J.P. Crawford,SEA,-0.32290538742908353,0.7479863030400674,0.2585117943865329,-0.5011794415861046,1.8029845977384134,0.5710761972172731
Bo Naylor,CLE,-0.8853149407252785,2.0524447617384793,-0.8737718376460512,-0.04216089450849699,0.14036777682652316,-0.4058691749346684
Randal Grichuk,ARI,1.551793123558233,-0.8604236411803047,1.2088212712710231,1.3013080237674284,0.1750056272621055,0.2454277398332926
Trevor Larnach,MIN,0.8769016596027991,-0.7084478984193245,0.4000472483906059,0.5176178214398052,0.677254458579157,-0.6908115751456513
Vinnie Pasquantino,KCR,0.38948004674609676,-0.7971004150298963,1.6940856849992711,0.27131518642255253,-0.3099242788370317,-0.6093994607996562
Michael Massey,KCR,0.16451622542761876,0.3173883652172906,1.5525502309951982,0.3496842066553149,-1.3490597919069631,0.20472168266029506
Kyle Higashioka,SDP,0.27699813608685775,0.8999620458010474,-0.08521716533764441,1.5140239358277834,0.0884110011730266,-0.446575232107666
Ryan Mountcastle,BAL,0.38948004674609676,-0.6704539627290796,-0.044778464193623545,0.13696829459495988,-1.4702922684318704,-0.32445706058867324
Jesus Sanchez,MIA,0.0895282849881261,-0.4171610581274462,-0.5098235273498611,0.6519647132673984,-1.24514624059997,0.2454277398332926
Gavin Lux,LAD,0.0895282849881261,-0.11320957260548616,0.2585117943865329,-0.42281042135334224,0.7984869351040643,0.32683985417928774
Sal Frelick,MIL,-0.43538729808832255,0.5453519793587607,1.6334276332832398,-1.6431280221206412,0.4174705803116741,1.3037852263312293
Luis Rengifo,LAA,0.7269257787238137,-0.3665024772071195,0.6224601046827206,-0.9825891373016443,-1.4183354927783738,0.7746064830822609
Jake Burger,MIA,0.31449210630660407,-1.0630579648616114,-0.22675261934171742,1.1445699833019043,-1.608843670174446,-0.28375100341567566
Spencer Steer,CIN,-0.06044759589085923,-1.151710481472183,0.8853116621188563,0.13696829459495988,0.5733409072721638,1.8329639695801976
Lane Thomas,- - -,0.05203431476837976,-0.8730882864103863,0.21807309324251203,0.08099042300012992,0.9197194116289716,1.6294336837152097
Kevin Newman,ARI,-0.32290538742908353,0.9759499171815375,1.2492599724150417,-1.3072607925516597,-0.015502550133966543,0.3675459113522853
Kyle Isbel,KCR,-0.6228571491870543,0.8113095291904757,1.673866334427263,-0.5907440361378328,-0.3965189049263568,1.6294336837152097
Zack Gelof,OAK,-0.5853631789673079,0.46936410797827066,-1.9453974179626017,0.10338157163806172,-0.1367350266588739,1.7515518552342024
Ben Rortvedt,TBR,-0.39789332786857623,1.216578176553089,-0.1458752170536757,-1.329651941189592,0.2616002533511844,-0.446575232107666
Joey Bart,PIT,0.8769016596027991,-0.12587421783556785,0.03609893809441817,0.6967470105432626,0.3828327298760918,-0.6093994607996562
Jesse Winker,- - -,0.7644197489435601,-1.50632054791447,0.33938919667457235,-0.030965320189530937,1.577838569906513,-1.1385782040486243
LaMonte Wade Jr.,SFG,0.8019137191633064,-0.809765060259978,0.7235568575427728,-0.1653122120171233,1.5258817942530163,-0.812929746664644
Michael Conforto,SFG,0.5394559276250821,-0.9744054482510397,-0.22675261934171742,1.122178834663972,0.5387030568365815,-0.6908115751456513
Andy Pages,LAD,0.0895282849881261,-0.011892410764832797,-0.024559113621613116,0.4056620782501452,-0.2752864284014494,-0.2023388890696806
Nick Gonzales,PIT,-0.1354355363303519,0.46936410797827066,0.4000472483906059,-0.2548768065688514,-1.1065948388573945,0.08260351114130236
Ozzie Albies,ATL,-0.09794156611060557,0.16541262245631058,0.1776343920984912,-0.2324856579309196,-0.8641298858078259,0.1233095683142999
Jeff McNeil,NYM,-0.022953625671112903,0.16541262245631058,1.1481632195549896,-0.5907440361378331,-0.5004324562333499,-0.7722236894916464
Richie Palacios,TBR,0.12702225520787241,0.038766170155493884,-0.1660945676256861,-1.116936029129237,0.9716761872824683,1.2630791691582317
Harrison Bader,NYM,-0.47288126830806887,1.1152610147124355,0.7033375069707624,-0.32205025248264774,-0.6909406336294219,-0.6908115751456513
Max Schuemann,OAK,-0.47288126830806887,0.532687334128679,-0.36828807334579045,-0.9601979886637125,1.2834168412034477,0.9374307117742511
Rob Refsnyder,BOS,1.214347391580516,-0.8350943507201413,-0.489604176777853,0.6183779903104997,0.7811680098861501,-0.4872812892806635
James Wood,WSN,0.8394076893830528,-0.8350943507201413,-0.4491654756338299,0.43924880120704335,1.577838569906513,0.16401562548729748
Royce Lewis,MIN,0.38948004674609676,0.013436879695330535,-0.044778464193623545,1.1333744089829376,-0.7255784840650042,-0.446575232107666
Justin Turner,- - -,0.7269257787238137,-1.4050033860738165,0.7235568575427728,-0.6691130563705955,0.590659832490078,-1.8305811759895831
Tyrone Taylor,NYM,0.01454034454863343,0.21607120337663727,0.6426794552547288,-0.05335646882746305,-0.7082595588473362,0.20472168266029506
George Springer,TOR,-0.09794156611060557,-0.9870700934811213,-0.3076300216297569,0.11457714595702778,0.6252976829256603,1.4259033978502218
Mauricio Dubon,HOU,-0.39789332786857623,0.7859802387303124,0.19785374267050385,-1.2288917723188975,-2.163049277144994,-0.6501055179726538
Johan Rojas,PHI,-1.1102787620437566,1.2039135313230076,0.13719569095447032,-1.396825387103388,-0.6389838579759254,1.95508214109919
Jorge Soler,- - -,0.8019137191633064,-2.101558873728308,-0.044778464193623545,1.0550053887501758,0.3828327298760918,-1.7898751188165856
Jose Miranda,MIN,0.6519378382843211,-0.7844357697998147,0.8246536104028249,-0.15411663769815723,-1.1065948388573945,-1.464226661432605
Luis Arraez,- - -,0.4269740169658431,-2.139552809418553,2.159130748155511,-1.5199767046120147,-0.8294920353719974,-0.4058691749346684
Paul Goldschmidt,STL,0.0895282849881261,-1.2023690623925094,-1.0759653433661556,0.5064222471208397,-0.05014040056954888,-0.03951466037769033
Josh Lowe,TBR,0.01454034454863343,-0.48048428427785456,-1.015307291650122,0.2601196121035865,-0.8294920353719974,1.3444912835042266
