Name,Raw_TRV,Z_Score_TRV
Brandon Marsh,3.1581671108676854,1.2008049874125388
Dylan Moore,4.2436930171272635,1.6135459464696067
Max Muncy,3.4444731272460727,1.3096648673126015
Heliot Ramos,0.820340498877325,0.3119116018397585
Luke Raley,0.17751048481025508,0.06749341247481011
Brandon Lowe,0.6426907061674126,0.24436522142030778
Josh Naylor,-1.0880043251867684,-0.4136833087504791
Michael Busch,0.8155288815756697,0.3100821185190483
Cedric Mullins,2.5915620973043545,0.9853692291720997
Xavier Edwards,3.460820228212138,1.3158803966625965
Cody Bellinger,0.01470056990028401,0.005589481821061007
Parker Meadows,3.5208909430933364,1.338720611095379
Ernie Clement,-0.3940652020852027,-0.14983230570710176
Jake Rogers,0.9684497914888928,0.36822603074952276
Matt Wallner,1.7789451044154891,0.6763942751364863
Ivan Herrera,2.836351258832928,1.078443482594771
Bryan Reynolds,-1.3584920443414343,-0.5165287221793865
Pete Alonso,-0.561710019641063,-0.2135745732844606
Lourdes Gurriel Jr.,0.12151438553777683,0.04620245701819221
Jake Cronenworth,1.744350384673679,0.6632405975298914
Logan O'Hoppe,-2.1650721713575973,-0.8232083262877157
Isiah Kiner-Falefa,1.9767154099760316,0.7515909195641949
J.T. Realmuto,0.9164739731822931,0.3484636750360959
Shea Langeliers,-0.2665052167987117,-0.10133117794879111
Michael Harris II,-1.597824832538879,-0.6075283417783257
Geraldo Perdomo,4.18481412019096,1.5911588875799214
Yasmani Grandal,2.1989360299821428,0.8360841143324512
Xander Bogaerts,2.556100783179505,0.9718860532138703
Jake Meyers,1.8402780800751708,0.6997144290357405
Spencer Horwitz,0.39590360782577283,0.15053130823124558
Yandy Diaz,0.1349530720955373,0.05131214288228159
CJ Abrams,-1.237937514313296,-0.47069122345589726
Victor Caratini,0.6084328120702287,0.23133961237365827
Edmundo Sosa,-0.5504505742923078,-0.2092934831281612
Ryan McMahon,-0.58362152622326,-0.2219058127223876
Randy Arozarena,-1.7010179693315535,-0.646764654797032
Francisco Alvarez,0.2027285202846789,0.07708186733086574
Freddy Fermin,0.08285830154059415,0.03150455889306676
Josh Rojas,0.9543759943072948,0.36287486177897005
Jose Caballero,0.08166072073246744,0.031049212181906507
Jose Siri,-1.6266635437849195,-0.618493457644307
Garrett Mitchell,3.107019022609829,1.1813573529712518
Travis d'Arnaud,-0.10308614750506503,-0.03919563332518439
Colt Keith,0.41754763510006276,0.15876084612023958
Carson Kelly,1.3748752904596229,0.5227579947156719
Bryson Stott,1.7311938229825181,0.6582381817800782
David Fry,0.1572421410969136,0.05978693990284882
Ryan O'Hearn,1.2700759173988931,0.48291095514136106
Lars Nootbaar,3.6953365934545253,1.4050487057251113
Gleyber Torres,-1.7342348183053145,-0.6593944354620782
Paul DeJong,-2.1888092917528557,-0.8322337044760177
David Hamilton,3.729663582249425,1.4181005861040585
Mike Yastrzemski,1.881936705952047,0.7155539599932909
Ryan Jeffers,-0.05682373621741199,-0.02160564132862999
Blake Perkins,0.8203418119506465,0.31191210109927775
Jose Trevino,1.6523455834166538,0.6282583371437456
J.P. Crawford,2.556474063367246,0.9720279825974039
Bo Naylor,-0.01430430924950965,-0.005438814757203687
Randal Grichuk,3.6219321445117894,1.3771387106886266
Trevor Larnach,1.0725617144474398,0.4078116865900667
Vinnie Pasquantino,0.6384567635013025,0.2427553827729517
Michael Massey,1.239800919048622,0.4713997311507712
Kyle Higashioka,2.247602721443394,0.8545882668285115
Ryan Mountcastle,-1.983533414602347,-0.754183275722711
Jesus Sanchez,-1.1852100879886,-0.45064308975003814
Gavin Lux,0.9373468746992382,0.356400013856505
Sal Frelick,1.8215200990759695,0.6925822297736685
Luis Rengifo,-0.6434347407984888,-0.24464811984348797
Jake Burger,-1.723343168185112,-0.6552531891865135
Spencer Steer,2.216426756203176,0.842734475298915
Lane Thomas,2.0271626399448834,0.7707720721825253
Kevin Newman,0.947087070834141,0.36010345185917425
Kyle Isbel,2.5044894570816596,0.9522622854999951
Zack Gelof,-0.3431980887383005,-0.13049150414151983
Ben Rortvedt,-0.8418172883152368,-0.3200775522044205
Joey Bart,1.2573066594813656,0.47805580085260924
Jesse Winker,0.005783443372150865,0.0021989930874141477
LaMonte Wade Jr.,1.2633453520174793,0.48035184531772435
Michael Conforto,0.30836817638725744,0.11724840110294021
Andy Pages,-0.018886478619350222,-0.007181056899343471
Nick Gonzales,-0.5448923142465394,-0.20718010972200826
Ozzie Albies,-0.7282005269803492,-0.2768779465866198
Jeff McNeil,-0.5727779655227002,-0.2177828511078056
Richie Palacios,1.11751318504921,0.4249032299426614
Harrison Bader,-0.35808520788267206,-0.1361519161112508
Max Schuemann,0.952167556788899,0.36203516498859023
Rob Refsnyder,0.8019135749985591,0.3049052778171472
James Wood,1.7362508596300597,0.6601609789642422
Royce Lewis,0.31935915505798473,0.12142741429034819
Justin Turner,-1.863555149677289,-0.7085648857371571
Tyrone Taylor,0.3163966581654144,0.12030100744773647
George Springer,0.7731365455114612,0.2939636147201837
Mauricio Dubon,-3.4561059139045276,-1.314087910092355
Johan Rojas,0.15010335625351479,0.05707261601082933
Jorge Soler,-1.6964606189489255,-0.6450318493827731
Jose Miranda,-2.03278245910094,-0.7729088517239648
Luis Arraez,-2.308785959215959,-0.8778514870712042
Paul Goldschmidt,-1.7720389345969723,-0.6737683966218707
Josh Lowe,-0.7061323711436337,-0.26848714563738046
Wenceel Perez,-0.03283575716169804,-0.012484881129168951
Leody Taveras,-0.09815410460755145,-0.037320361529373756
Brayan Rocchio,-1.1071087587824038,-0.4209472369525013
Zach McKinstry,1.8434183094253966,0.7009084136898124
Maikel Garcia,4.214063097014777,1.6022799954927651
Michael Siani,-1.2618028728514001,-0.47976536062246106
Jonah Bride,1.7108959643031092,0.6505204869652105
Connor Wong,-1.7598478528300845,-0.6691330776936044
Mike Tauchman,0.6465723356791722,0.24584110281397095
Ronald Acuna Jr.,0.797287990297244,0.30314652820572713
Mark Canha,-0.6717522064757474,-0.255415046615388
Max Kepler,-0.7949222493668091,-0.3022470211788771
Pavin Smith,5.335028883983169,2.0284959810492245
Jacob Stallings,-0.30888032205597893,-0.11744313021374826
Ramon Laureano,-0.931527019143555,-0.3541871760515527
Ramon Urias,-0.4729083073727319,-0.17981019817725216
Jake Fraley,-1.4429591778044955,-0.5486449945532753
Tommy Edman,1.6892683354926814,0.6422971841348756
Ceddanne Rafaela,-4.439707703116784,-1.6880750655058856
Oswaldo Cabrera,0.22050419864897033,0.08384057340472448
Jonny DeLuca,-1.7471942315638704,-0.664321891017316
Nicky Lopez,-1.0540006740448598,-0.40075436849873236
Giancarlo Stanton,-1.9020808271374605,-0.723213200412599
Masataka Yoshida,0.0018743950890640626,0.000712686470448142
Donovan Solano,-1.398948897659596,-0.5319113126294905
Brendan Rodgers,-0.7389486772384396,-0.2809646310407013
Jason Heyward,1.3521835498866692,0.5141300930573622
Jorge Mateo,1.02360664730341,0.3891978872811645
Andy Ibanez,-1.7130347049265324,-0.6513336834545764
Sean Murphy,-0.22756302218844068,-0.08652449424041839
Orlando Arcia,-0.4246817250764835,-0.16147338491999366
Christian Vazquez,-1.8639414403465038,-0.7087117619935109
Sam Hilliard,0.04258045364045601,0.016190030262109887
Junior Caminero,-1.0700548938330317,-0.40685853794699106
Nolan Schanuel,-1.422115920503779,-0.5407199271195426
Enrique Hernandez,-0.2917985608686495,-0.11094826679852526
Gio Urshela,-2.867244315109831,-1.0901897058791776
Abraham Toro,0.27849402643559645,0.10588958853940596
Triston Casas,-0.5856325867627072,-0.22267046241981708
Jhonkensy Noel,0.27025980151342877,0.1027587541006612
Alec Burleson,-3.3872750604383763,-1.2879168972141581
J.D. Martinez,-1.1245727417629592,-0.4275874295474324
Starling Marte,-0.6741637864899519,-0.25633198267574914
Kevin Pillar,-0.72310805196037,-0.27494167494943444
Danny Jansen,1.1830588476976338,0.44982514061060663
Kyle Farmer,-0.95058855876166,-0.36143479501459536
Alex Verdugo,0.07103205914950905,0.027007959964942617
Miguel Amaya,-1.8644957513678624,-0.7089225233039985
Andrew McCutchen,-0.8667354139115959,-0.32955197469147485
Will Brennan,-1.9438627195414362,-0.7390996000301427
Elias Diaz,-3.0229963508799327,-1.1494100747788492
Connor Joe,0.0943935861536147,0.035890529238610816
Leo Jimenez,-1.2599992405103624,-0.4790795797139322
Jarred Kelenic,-1.1639607490148702,-0.44256362108257297
Trent Grisham,3.240737054872052,1.2321999063924838
Pedro Pages,-1.497498318293998,-0.5693819820558128
Luis Robert Jr.,-2.115983936644194,-0.8045438937235576
Austin Barnes,0.2680041030412377,0.10190108765033783
Brett Baty,-1.7317642793592454,-0.6584550819117774
Brett Wisely,-0.4619646870868189,-0.17564919169521617
Nick Fortes,-1.078444181227093,-0.41004833056719797
Garrett Hampson,-0.40359574270690934,-0.15345602804652506
Nick Ahmed,-4.056347442576984,-1.5423130153446176
Michael Toglia,0.5830726732040823,0.22169712666504848
Juan Yepez,-0.9760523288206544,-0.3711166835948249
David Peralta,-0.9611378388288029,-0.3654458646234979
Nick Castellanos,-4.833537312138317,-1.8378177935193685
Miguel Andujar,-1.7230726467055355,-0.6551503309366256
Emmanuel Rivera,-1.2258588038258555,-0.46609863057348777
Whit Merrifield,0.9792222123290301,0.3723219434157115
Davis Schneider,-0.3299638013221329,-0.12545953535193324
Jared Triolo,-0.9057631502227315,-0.3443911832465146
Thairo Estrada,-0.8490483340219676,-0.3228269557172906
Michael A. Taylor,-1.5980662289410694,-0.6076201260296075
Tyler Soderstrom,0.15794841386841552,0.06005548043180778
Josh Jung,-1.580546071313247,-0.6009585745913232
Gary Sanchez,-0.8193868386992014,-0.3115489991471249
Amed Rosario,-2.75086737742186,-1.0459406201627732
Daniel Schneemann,-2.1342902522631304,-0.8115043598181866
Nolan Gorman,-2.284909610802479,-0.8687731713109501
Jorge Polanco,-1.769841340947159,-0.672932822910169
Tyler Freeman,-0.2970719892411782,-0.11295334090264873
Bo Bichette,-1.7894317049586685,-0.6803815126040417
Garrett Stubbs,-2.2607580292556553,-0.859590205825834
Kevin Kiermaier,-3.4995217381524064,-1.3305955667360072
Romy Gonzalez,-1.9860602754265853,-0.7551440440968106
Austin Hays,-2.1833983252990286,-0.8301763353513382
TJ Friedl,1.4002646702136963,0.532411598456617
Kyle McCann,-3.3830210867276986,-1.2862994423206138
Derek Hill,-1.8088739510467673,-0.6877738845873839
James McCann,-1.9671978299389667,-0.7479721251257127
Stuart Fairchild,-1.083481526711338,-0.41196364073555053
Jung Hoo Lee,0.30232241613055283,0.11494966933413371
Reese McGuire,-0.9831403563293009,-0.3738117084255286
Charlie Blackmon,-1.4211547581450485,-0.5403544719319102
Connor Norby,-2.205174661538433,-0.8384561800352583
Rhys Hoskins,-1.4366799585324108,-0.5462574965032103
Dominic Smith,-0.9459931881559358,-0.3596875334705897
Jo Adell,-2.372821290401661,-0.9021991363117406
Spencer Torkelson,-0.5246128613006572,-0.1994694131741227
Dominic Canzone,-2.3416760057031,-0.8903570102026696
Mickey Moniak,-3.7593160034184225,-1.4293750924802604
Lenyn Sosa,-2.856242601972591,-1.0860066112101783
Evan Carter,1.9731179478306589,0.7502230848884026
Cavan Biggio,0.8016708949810718,0.3048130055069388
Joey Loperfido,-3.4959813669417743,-1.329249439296332
Ezequiel Duran,-3.6856675799052754,-1.401372332915913
Luis Guillorme,-0.12784119339766886,-0.04860804930189879
Ke'Bryan Hayes,-0.26046326390799124,-0.09903389382474252
Kyle Manzardo,-0.004860088428101969,-0.0018479131150623007
Willie Calhoun,0.30772767563376624,0.11700486854996445
Jake Bauers,0.8308511911498011,0.3159079995156498
Jose Tena,-0.997385354928835,-0.3792279719617876
Santiago Espinal,0.1017932763124689,0.0387040551022306
Angel Martinez,-1.709321721430026,-0.6499219250059994
Edouard Julien,-0.20029826912669013,-0.07615783208867229
Ildemaro Vargas,-0.8326230983675994,-0.3165817178306315
Jackson Holliday,-1.6662125838255888,-0.6335308774074322
Cristian Pache,-3.266905536083581,-1.2421497417396012
Josh Bell,-3.5068670748183566,-1.3333884261994426
Jon Singleton,-2.2379366584020532,-0.8509130158676791
Hunter Renfroe,-1.9342265698702579,-0.7354357227942655
Tommy Pham,-1.0625108563825743,-0.40399012805045226
Blaze Alexander,-1.9906897283842344,-0.7569042645048464
Jonah Heim,-2.487299022169139,-0.9457261019308255
Austin Slater,-2.901116695312415,-1.1030687340163625
Anthony Rendon,1.071656367977924,0.4074674538380411
Alex Jackson,-5.344077010691338,-2.031936278948763
Andrew Vaughn,-2.727908103357313,-1.0372109963536946
Matt Carpenter,-0.7282786402040919,-0.2769076469619832
Adolis Garcia,-4.001199619383741,-1.5213445932153669
Austin Martin,-0.004668832646994137,-0.0017751934369187752
Seth Brown,-1.9222969273833028,-0.7308998088627039
Anthony Rizzo,-2.4201247098347904,-0.9201849426300652
Patrick Wisdom,0.8041501327587227,0.30575566654540637
Manuel Margot,-1.5389243363914138,-0.5851330703908287
D.J. Stewart,0.13307317069905178,0.05059736279196414
Matt Thaiss,-3.5439050841711537,-1.3474710965564434
Joey Gallo,-2.021028832106963,-0.7684398627759176
Gabriel Arias,-5.893278125766421,-2.240754690047186
Chas McCormick,-4.412819735155752,-1.6778516653831084
Taylor Walls,-1.1765467128346718,-0.4473490829012984
Nick Loftin,-0.05507666772699937,-0.020941367247179505
Jeimer Candelario,-2.8457282637180663,-1.082008827251271
Jake Cave,-3.195824346829193,-1.2151231014221315
Andrew Benintendi,-1.6774416924915507,-0.6378004328859515
MJ Melendez,-2.9337189730960276,-1.115464841121922
Alex Kirilloff,-0.7621403522696782,-0.28978261883752526
Vidal Brujan,-2.8805085536720254,-1.0952330627569387
Keibert Ruiz,-2.1064261446617087,-0.8009098098140248
Ben Rice,1.3454881732298278,0.5115843627651069
Addison Barger,-1.6472723049812412,-0.6263293644725996
Brooks Lee,-2.39046815578162,-0.9089088648398901
Tyler Wade,-1.3973852933364672,-0.531316795682274
James Outman,-3.2566431170954573,-1.2382477430576917
Travis Jankowski,-1.046096976270202,-0.3977492077920201
J.D. Davis,-3.267047846832567,-1.2422038514339733
Mitch Garver,-1.317430488015984,-0.5009162102711819
Tyler Nevin,-1.244952236904409,-0.4733583761356076
Korey Lee,-4.076539662652842,-1.549990544025917
Daz Cameron,-0.8707641933009526,-0.33108380572323903
Victor Scott II,-2.0454282919166,-0.7777170770590889
Rowdy Tellez,-0.9950952381447002,-0.3783572189080043
Justyn-Henry Malloy,-1.5862905780379988,-0.6031427631042013
Luis Campusano,-2.30456596509037,-0.8762469519674659
Nick Martini,-1.6405941939294182,-0.6237901989452501
Nelson Velazquez,-1.4199993662092267,-0.5399151663631274
Nick Senzel,-1.3849831488087991,-0.526601226024105
Chris Taylor,-3.223198921807913,-1.225531520295734
DJ LeMahieu,-1.7331632150104002,-0.6589869881877928
Will Benson,-2.4544828062713653,-0.9332486508224113
Enmanuel Valdez,-0.7787494270751607,-0.29609775643556446
Mitch Haniger,-2.8425662038164594,-1.0808065421387192
Jordan Walker,-1.8532281471112848,-0.7046383309504876
Robbie Grossman,-0.674487121523828,-0.256454921807104
Harold Ramirez,-6.309942968582136,-2.399179879015451
Kyle Stowers,-4.364734572955071,-1.659568623174093
Corey Julks,-3.0848468782478617,-1.1729270132847094
Adam Frazier,-1.4777920029514249,-0.5618892051012757
Nick Gordon,-5.7783070525323605,-2.197040145090855
Wilmer Flores,-0.812321127159579,-0.3088624593414255
Luke Maile,-2.502254334559878,-0.9514124424811131
Javier Baez,-4.187178735475329,-1.5920579666112404
Nolan Jones,-1.8801878313092841,-0.7148889991727686
Kris Bryant,-5.0211812802848925,-1.9091641804894937
Luis Matos,-2.752372454324399,-1.046512883690181
Dominic Fletcher,-3.769993314068585,-1.433434842148588
Trey Lipscomb,-4.321854538658635,-1.6432646857205
Ty France,-3.4625844486434794,-1.3165511922913522
Gavin Sheets,-4.234887809800845,-1.6101980118918635
Eloy Jimenez,-3.578602457542047,-1.3606638053432931
Edward Olivares,-2.275650150416711,-0.8652525196729421
Christopher Morel,-4.505468343258687,-1.713078715371691
Joey Meneses,-3.08791787408624,-1.1740946738262803
Dylan Carlson,-4.492684077400432,-1.7082178547319318
Jordan Beck,-5.155113759006633,-1.9600882711977283
Miguel Vargas,-1.9343062446827675,-0.735466016920217
Jack Suwinski,-0.845795396545167,-0.32159011694063383
Adam Duvall,-2.5755301821334506,-0.9792735404326565
Bryan De La Cruz,-5.045942271212038,-1.918578856899832
Hunter Goodman,-3.524789775191154,-1.340203033292746
Tim Anderson,-8.197985829547022,-3.117055534199633
Noelvi Marte,-4.711243183967571,-1.7913188611058923
Elehuris Montero,-5.780126586017792,-2.1977319719661814
Eddie Rosario,-4.447579423464847,-1.6910680676877348
Brandon Drury,-4.744877703493401,-1.804107449352809
