Player,Raw_TRV,Z_Score_TRV
Charlie Blackmon,-1.4211547581450485,-0.5403544719319101
Nolan Schanuel,-1.4221159205037788,-0.5407199271195425
Rhys Hoskins,-1.4366799585324113,-0.5462574965032104
Jake Fraley,-1.4429591778044955,-0.5486449945532753
Adam Frazier,-1.4777920029514249,-0.5618892051012757
Pedro Pages,-1.497498318293998,-0.5693819820558127
Manuel Margot,-1.5389243363914136,-0.5851330703908285
Josh Jung,-1.5805460713132469,-0.600958574591323
Justyn-Henry Malloy,-1.5862905780379986,-0.6031427631042011
Michael Harris II,-1.5978248325388789,-0.6075283417783256
Michael A. Taylor,-1.598066228941069,-0.6076201260296072
Jose Siri,-1.6266635437849197,-0.618493457644307
Nick Martini,-1.6405941939294182,-0.6237901989452501
Addison Barger,-1.6472723049812412,-0.6263293644725995
Jackson Holliday,-1.6662125838255886,-0.6335308774074321
Andrew Benintendi,-1.677441692491551,-0.6378004328859515
Jorge Soler,-1.6964606189489253,-0.6450318493827729
Randy Arozarena,-1.7010179693315532,-0.6467646547970318
Angel Martinez,-1.709321721430026,-0.6499219250059993
Andy Ibanez,-1.7130347049265324,-0.6513336834545763
Miguel Andujar,-1.7230726467055355,-0.6551503309366254
Jake Burger,-1.723343168185112,-0.6552531891865134
Brett Baty,-1.7317642793592454,-0.6584550819117773
DJ LeMahieu,-1.7331632150104004,-0.6589869881877928
Gleyber Torres,-1.7342348183053145,-0.6593944354620781
Jonny DeLuca,-1.7471942315638704,-0.6643218910173159
Matt Olson,-1.7478329731816484,-0.6645647547079852
Connor Wong,-1.7598478528300845,-0.6691330776936043
Jorge Polanco,-1.7698413409471587,-0.6729328229101689
Paul Goldschmidt,-1.7720389345969723,-0.6737683966218706
Bo Bichette,-1.7894317049586688,-0.6803815126040417
Derek Hill,-1.8088739510467673,-0.6877738845873838
Jordan Walker,-1.8532281471112846,-0.7046383309504873
Yainer Diaz,-1.860495199153589,-0.7074014248685252
Justin Turner,-1.863555149677289,-0.708564885737157
Christian Vazquez,-1.8639414403465038,-0.7087117619935108
Miguel Amaya,-1.8644957513678624,-0.7089225233039984
Nolan Jones,-1.880187831309284,-0.7148889991727684
Giancarlo Stanton,-1.9020808271374603,-0.7232132004125987
Seth Brown,-1.9222969273833028,-0.7308998088627039
Hunter Renfroe,-1.9342265698702583,-0.7354357227942655
Miguel Vargas,-1.9343062446827677,-0.735466016920217
Will Brennan,-1.9438627195414364,-0.7390996000301427
James McCann,-1.967197829938967,-0.7479721251257127
Ryan Mountcastle,-1.983533414602347,-0.754183275722711
Romy Gonzalez,-1.986060275426585,-0.7551440440968104
Blaze Alexander,-1.9906897283842344,-0.7569042645048463
Joey Gallo,-2.0210288321069636,-0.7684398627759177
Jose Miranda,-2.03278245910094,-0.7729088517239648
Victor Scott II,-2.0454282919165996,-0.7777170770590888
Keibert Ruiz,-2.106426144661709,-0.8009098098140249
Luis Robert Jr.,-2.1159839366441946,-0.8045438937235578
Daniel Schneemann,-2.1342902522631304,-0.8115043598181866
Logan O'Hoppe,-2.1650721713575973,-0.8232083262877157
Austin Hays,-2.1833983252990286,-0.8301763353513382
Paul DeJong,-2.1888092917528557,-0.8322337044760177
Connor Norby,-2.205174661538433,-0.8384561800352583
Jon Singleton,-2.2379366584020532,-0.8509130158676791
Garrett Stubbs,-2.260758029255655,-0.8595902058258339
Edward Olivares,-2.275650150416711,-0.8652525196729421
Nolan Gorman,-2.2849096108024796,-0.8687731713109503
Luis Campusano,-2.30456596509037,-0.8762469519674659
Luis Arraez,-2.308785959215959,-0.8778514870712042
Dominic Canzone,-2.3416760057031003,-0.8903570102026698
Jo Adell,-2.3728212904016606,-0.9021991363117404
Brooks Lee,-2.39046815578162,-0.9089088648398901
Anthony Rizzo,-2.4201247098347904,-0.9201849426300652
Will Benson,-2.454482806271365,-0.9332486508224112
Jonah Heim,-2.487299022169139,-0.9457261019308255
Luke Maile,-2.5022543345598773,-0.9514124424811129
Adam Duvall,-2.575530182133451,-0.9792735404326567
Salvador Perez,-2.594221999306151,-0.9863805827444913
Andrew Vaughn,-2.7279081033573136,-1.0372109963536948
Amed Rosario,-2.75086737742186,-1.0459406201627732
Luis Matos,-2.752372454324399,-1.046512883690181
Mitch Haniger,-2.8425662038164594,-1.0808065421387192
Jeimer Candelario,-2.8457282637180663,-1.082008827251271
Lenyn Sosa,-2.856242601972591,-1.0860066112101783
Gio Urshela,-2.8672443151098306,-1.0901897058791776
Vidal Brujan,-2.8805085536720254,-1.0952330627569387
Austin Slater,-2.901116695312414,-1.103068734016362
MJ Melendez,-2.9337189730960276,-1.115464841121922
Elias Diaz,-3.0229963508799322,-1.1494100747788492
Corey Julks,-3.084846878247862,-1.1729270132847094
Joey Meneses,-3.0879178740862394,-1.17409467382628
Jake Cave,-3.1958243468291934,-1.2151231014221315
Chris Taylor,-3.2231989218079136,-1.225531520295734
James Outman,-3.2566431170954577,-1.2382477430576917
Cristian Pache,-3.2669055360835815,-1.2421497417396015
J.D. Davis,-3.2670478468325674,-1.2422038514339735
Kyle McCann,-3.3830210867276986,-1.2862994423206138
Alec Burleson,-3.387275060438376,-1.287916897214158
Mauricio Dubon,-3.456105913904527,-1.3140879100923548
Ty France,-3.4625844486434785,-1.3165511922913518
Joey Loperfido,-3.4959813669417743,-1.329249439296332
Kevin Kiermaier,-3.499521738152407,-1.3305955667360074
Josh Bell,-3.5068670748183566,-1.3333884261994426
Hunter Goodman,-3.5247897751911546,-1.3402030332927461
Matt Thaiss,-3.543905084171154,-1.3474710965564436
Eloy Jimenez,-3.578602457542047,-1.3606638053432931
Ezequiel Duran,-3.685667579905276,-1.4013723329159131
Mickey Moniak,-3.759316003418422,-1.4293750924802604
Dominic Fletcher,-3.769993314068585,-1.433434842148588
Adolis Garcia,-4.001199619383741,-1.5213445932153669
Nick Ahmed,-4.056347442576984,-1.5423130153446176
Korey Lee,-4.076539662652842,-1.549990544025917
Javier Baez,-4.187178735475329,-1.5920579666112404
Gavin Sheets,-4.234887809800845,-1.6101980118918635
Trey Lipscomb,-4.321854538658635,-1.6432646857205
Kyle Stowers,-4.36473457295507,-1.6595686231740927
Chas McCormick,-4.412819735155752,-1.6778516653831084
Ceddanne Rafaela,-4.439707703116784,-1.6880750655058856
Eddie Rosario,-4.447579423464847,-1.6910680676877348
Dylan Carlson,-4.492684077400432,-1.7082178547319318
Christopher Morel,-4.505468343258687,-1.713078715371691
Noelvi Marte,-4.711243183967571,-1.7913188611058923
Brandon Drury,-4.744877703493402,-1.8041074493528093
Nick Castellanos,-4.833537312138317,-1.8378177935193685
Kris Bryant,-5.0211812802848925,-1.9091641804894937
Bryan De La Cruz,-5.045942271212038,-1.918578856899832
Jordan Beck,-5.155113759006634,-1.9600882711977285
Alex Jackson,-5.344077010691337,-2.0319362789487627
Nick Gordon,-5.7783070525323605,-2.197040145090855
Elehuris Montero,-5.780126586017792,-2.1977319719661814
Gabriel Arias,-5.893278125766421,-2.240754690047186
Harold Ramirez,-6.309942968582136,-2.399179879015451
Tim Anderson,-8.197985829547022,-3.117055534199633
